Source,Site,Kind,location,substrate,type,1302,1300,1298,1296,1292,1292',Ia,Ib,Ic,IIa,IIa',IIb,IIb',IIc,IIc',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc',Iia-tot,Iib-tot,Iic-tot,,iiia-tot,IIIb-tot,IIIc-tot,FR.TETR,FR.PEN,FR.HEX,Br6/5+6,NoRINGStetra,NoRINGSpenta5,NoRINGSpenta6,NoRINGSpenta,IRpenta,IRhexa
"Naafs et al., 2017",Shidodo,core lipid,Global peat,Peat,modern,8603914,480653,406297,138085,416639,30105,62,4,1,22,5,1,0,0,0,3,1,0,0,0,0,27,1,0,,4,0,0,67,28,4,0.188,0.09,0.043,0,0.036,0.179,0.25
"Naafs et al., 2017",Shidodo,core lipid,Global peat,Peat,modern,10713912,610848,477391,138188,1468242,25560,64,2,1,24,3,1,0,0,0,4,1,0,0,0,0,27,1,0,,5,0,0,67,28,5,0.121,0.06,0.04,0,0.036,0.107,0.2
"Naafs et al., 2017",Marula,core lipid,Global peat,Peat,modern,863424,366836,404679,98294,581372,48609,62,3,1,25,3,1,0,1,0,3,0,0,0,0,0,28,1,1,,3,0,0,66,30,3,0.091,0.076,0.111,0,0.1,0.1,0
"Naafs et al., 2017",Marula,core lipid,Global peat,Peat,modern,238561,114674,122500,0,103799,16582,59,4,1,22,2,2,0,2,0,4,2,0,0,2,0,24,2,2,,6,0,2,64,28,8,0.111,0.094,0.231,0,0.214,0.071,0.25
"Naafs et al., 2017",Kitulu,core lipid,Global peat,Peat,modern,8139151,492246,243755,76391,739092,24840,48,5,2,30,4,1,0,1,0,7,1,0,0,0,0,34,1,1,,8,0,0,55,36,8,0.114,0.164,0.094,0,0.083,0.111,0.125
"Naafs et al., 2017",Kitulu,core lipid,Global peat,Peat,modern,14413230,700631,384049,104915,704627,14499,48,4,1,32,3,2,0,1,0,7,1,0,0,0,0,35,2,1,,8,0,0,53,38,8,0.087,0.113,0.114,0,0.105,0.079,0.125
"Naafs et al., 2017",M3,core lipid,Global peat,Peat,modern,1090080,66213,60560,0,0,0,40,1,2,34,14,0,0,0,0,8,0,0,0,0,0,48,0,0,,8,0,0,43,48,8,0.25,0.116,0,0,0,0.292,0
"Naafs et al., 2017",M1,core lipid,Global peat,Peat,modern,736576,148926,54864,0,0,0,38,6,1,34,9,3,0,1,0,6,2,0,0,0,0,43,3,1,,8,0,0,45,47,8,0.2,0.178,0.132,0,0.106,0.191,0.25
"Warden et al., 2016",Tagus_Soil_9,core lipid,Portugal,soil,modern,,,,,,,63.7,0.8,0.3,24.7,0.2,0,5.2,0,0,3.9,0.2,0,1,0,0,24.9,5.2,0,,4.1,1,0,64.8,30.1,5.1,0.188,0.022,0,0.963,0.173,0.179,0.235
"Warden et al., 2016",Tagus_Soil_7,core lipid,Portugal,soil,modern,,,,,,,51.7,0.3,0.1,36.3,0.3,0,5,0,0,5,0.2,0,1,0,0,36.6,5,0,,5.2,1,0,52.1,41.6,6.2,0.136,0.01,0,0.943,0.12,0.127,0.194
"Warden et al., 2016",Tagus_Soil_3,core lipid,Portugal,soil,modern,,,,,,,25.4,1.8,0.5,27.1,1.5,0.7,12.4,0.3,0.6,20.1,0.9,0.6,7.9,0.2,0,28.6,13.1,0.9,,21,8.5,0.2,27.7,42.6,29.7,0.322,0.101,0.046,0.938,0.35,0.34,0.296
"Warden et al., 2016",Tagus_RB_11,core lipid,Portugal,river,modern,,,,,,,11.9,4.2,1.4,6.7,2.6,0,9.4,0.7,1.5,24.9,6.7,0,27.8,2.3,0,9.3,9.4,2.2,,31.6,27.8,2.3,17.5,20.9,61.7,0.581,0.4,0.189,0.919,0.66,0.646,0.559
"Warden et al., 2016",Tagus_Soil_5,core lipid,Portugal,soil,modern,,,,,,,17.2,3,0.2,29.2,2.3,0,18.3,0.3,0.2,17,2,0.1,10,0.3,0.1,31.5,18.3,0.5,,19,10.1,0.4,20.4,50.3,29.5,0.412,0.167,0.02,0.899,0.384,0.414,0.41
"Warden et al., 2016",Tagus_Soil_4,core lipid,Portugal,soil,modern,,,,,,,29.4,1.4,0.2,30.1,1.3,0,10.9,0,0,21.2,0.7,0,4.6,0,0,31.4,10.9,0,,21.9,4.6,0,31,42.3,26.5,0.254,0.058,0,0.893,0.258,0.288,0.2
"Warden et al., 2016",Tagus_Soil_13,core lipid,Portugal,soil,modern,,,,,,,8.4,2.1,0.3,7.7,1.8,0,12.7,0.8,0,30.7,3.1,0,31.7,0.8,0,9.5,12.7,0.8,,33.8,31.7,0.8,10.8,23,66.3,0.552,0.25,0.188,0.876,0.622,0.63,0.525
"Warden et al., 2016",Tagus_RB_1,core lipid,Portugal,river,modern,,,,,,,19.1,6.8,0.9,11.5,1.7,0,9.6,0.3,0.2,24,5.7,0,18.9,1.2,0,13.2,9.6,0.5,,29.7,18.9,1.2,26.8,23.3,49.8,0.494,0.321,0.051,0.87,0.455,0.494,0.494
"Warden et al., 2016",64PE269-39_4,core lipid,Portugal,shelf sediment,modern,,,,,,,13.2,7.6,3.8,5,3.1,0.6,14,0.8,0.2,6.5,12,4.8,25.6,1.6,1.2,8.1,14.6,1,,18.5,30.4,2.8,24.6,23.7,51.7,0.744,0.618,0.344,0.832,0.7,0.73,0.75
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,14.4,8.9,4.5,8.7,4.8,0.7,18.7,0.6,0.2,7.5,6.9,2.8,20.3,0.7,0.3,13.5,19.4,0.8,,14.4,23.1,1,27.8,33.7,38.5,0.709,0.644,0.19,0.806,0.623,0.703,0.714
"Warden et al., 2016",Tagus_Soil_15,core lipid,Portugal,soil,modern,,,,,,,6.8,3.1,0.4,3.1,2,0.1,6.9,0.2,0.1,28.3,5.1,0.1,42.7,1,0,5.1,7,0.3,,33.4,42.8,1,10.3,12.4,77.2,0.634,0.379,0.147,0.789,0.613,0.726,0.619
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,13.8,10.9,5.6,7.3,4.6,0.7,15.3,0.8,0.2,7.5,8.5,2.6,21.1,0.9,0.3,11.9,16,1,,16,23.7,1.2,30.3,28.9,40.9,0.716,0.729,0.261,0.781,0.623,0.696,0.731
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,22.7,9.4,4,14.7,4.1,0.6,13.7,0.5,0.1,11.3,3.9,0.8,13.5,0.5,0.1,18.8,14.3,0.6,,15.2,14.3,0.6,36.1,33.7,30.1,0.555,0.482,0.101,0.777,0.46,0.531,0.581
"Warden et al., 2016",Tagus_Soil_8,core lipid,Portugal,soil,modern,,,,,,,31.7,5.7,1,25.4,2.7,0.4,8.8,0.2,0.1,14.1,2.6,0.2,6.7,0.4,0.1,28.1,9.2,0.3,,16.7,6.9,0.5,38.4,37.6,24.1,0.34,0.201,0.031,0.776,0.261,0.309,0.39
"Warden et al., 2016",TAGUS_501-029,core lipid,Portugal,shelf sediment,modern,,,,,,,17.1,5.6,1.2,16.9,5.8,0.5,19.1,0.6,0.1,12.9,3.5,0.2,15.8,0.5,0.1,22.7,19.6,0.7,,16.4,16,0.6,23.9,43,33,0.584,0.335,0.094,0.772,0.488,0.581,0.588
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,22.3,9,4,14.8,4.3,0.6,13.7,0.6,0.1,11.2,4,0.9,13.8,0.5,0.2,19.1,14.3,0.7,,15.2,14.7,0.7,35.3,34.1,30.6,0.558,0.482,0.113,0.768,0.46,0.531,0.588
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,22.7,9.1,3.9,14.5,4.3,0.6,13.6,0.6,0.1,10.8,3.9,0.9,14.3,0.5,0.2,18.8,14.2,0.7,,14.7,15.2,0.7,35.7,33.7,30.6,0.566,0.473,0.115,0.767,0.463,0.534,0.601
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,22.8,9.1,4.3,14.4,4.4,0.6,13.3,0.6,0.2,11,4,0.9,13.8,0.5,0.2,18.8,13.9,0.8,,15,14.7,0.7,36.2,33.5,30.4,0.562,0.489,0.115,0.765,0.463,0.534,0.592
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,23.1,9.6,4.7,13.8,4.2,0.6,12.8,0.7,0.1,10.6,4.2,1,13.8,0.6,0.2,18,13.4,0.8,,14.8,14.8,0.8,37.4,32.2,30.4,0.564,0.508,0.132,0.76,0.466,0.531,0.599
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,24.1,9.1,4,15.3,4.4,0.6,13,0.6,0.1,10.9,4,0.9,12.3,0.5,0.2,19.7,13.6,0.7,,14.9,13.2,0.7,37.2,34,28.8,0.541,0.46,0.109,0.754,0.441,0.515,0.573
"Warden et al., 2016",Tagus_RB_22,core lipid,Portugal,river,modern,,,,,,,6.9,3.8,0.7,4.9,3.1,0.4,8.3,0.8,0.2,14.7,11.1,1.6,38.8,3.5,1.3,8,8.7,1,,25.8,40.4,4.8,11.4,17.7,71,0.708,0.456,0.328,0.75,0.605,0.655,0.721
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,22.2,9.3,4.3,14.3,4.4,0.6,12.6,0.5,0.1,11.4,4.3,1,14.2,0.5,0.2,18.7,13.2,0.6,,15.7,15.2,0.7,35.8,32.5,31.6,0.559,0.5,0.104,0.749,0.443,0.526,0.592
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,17.2,14.5,7.6,9.8,4.3,0.6,12,0.5,0.1,8.9,6.7,1.9,15,0.6,0.2,14.1,12.6,0.6,,15.6,16.9,0.8,39.3,27.3,33.3,0.632,0.756,0.147,0.744,0.505,0.601,0.658
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,19,11.8,6.2,10.9,4.6,0.7,12.8,0.6,0.1,9.1,5.4,1.5,16.5,0.6,0.2,15.5,13.5,0.7,,14.5,18,0.8,37,29.7,33.3,0.629,0.654,0.156,0.743,0.502,0.589,0.664
"Warden et al., 2016",Tagus_Soil_10,core lipid,Portugal,soil,modern,,,,,,,12.1,5.2,0.7,4.8,1.9,0.3,5.2,0.7,0,36.1,5.1,0.4,26.5,1,0,6.7,5.5,0.7,,41.2,26.9,1,18,12.9,69.1,0.472,0.367,0.293,0.732,0.535,0.55,0.457
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,18.3,11.1,5.6,11.6,4.9,0.7,12.9,0.6,0.1,9.8,6,1.7,15.8,0.6,0.2,16.5,13.6,0.7,,15.8,17.5,0.8,35,30.8,34.1,0.615,0.637,0.147,0.732,0.487,0.581,0.645
"Warden et al., 2016",Tagus_Soil_16,core lipid,Portugal,soil,modern,,,,,,,7.1,1.7,0,1.8,1.4,0,3.8,0.7,0,23.8,4.8,0,53.3,1.7,0,3.2,3.8,0.7,,28.6,53.3,1.7,8.8,7.7,83.6,0.693,0.193,0.56,0.731,0.675,0.675,0.695
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,18.4,11.3,5.8,11.2,4.9,0.7,12.6,0.6,0.1,9.4,6,1.8,16.4,0.6,0.2,16.1,13.3,0.7,,15.4,18.2,0.8,35.5,30.1,34.4,0.623,0.645,0.152,0.727,0.488,0.585,0.657
"Warden et al., 2016",Tagus_RB_8,core lipid,Portugal,river,modern,,,,,,,15.2,4.8,1,8.3,2.5,0.5,6,0.3,0.1,19.9,8.3,0.5,30.3,1.7,0.4,10.8,6.5,0.4,,28.2,30.8,2.1,21,17.7,61.1,0.604,0.324,0.121,0.721,0.412,0.486,0.638
"Warden et al., 2016",TAGUS_501-029,core lipid,Portugal,shelf sediment,modern,,,,,,,21.2,6.5,1.7,19.1,7.2,0.7,17.7,0.7,0.1,10.8,2.5,0.2,11.1,0.4,0.1,26.3,18.4,0.8,,13.3,11.3,0.5,29.4,45.5,25.1,0.548,0.337,0.102,0.716,0.44,0.549,0.546
"Warden et al., 2016",64PE332-30_2,core lipid,Portugal,shelf sediment,modern,,,,,,,20.5,13,6.5,12.5,4.5,0.6,10.8,0.5,0.1,10.2,5.8,1.5,12.7,0.5,0.2,17,11.4,0.6,,16,14.2,0.7,40,29,30.9,0.569,0.65,0.118,0.714,0.434,0.531,0.605
"Warden et al., 2016",Tagus_RB_6,core lipid,Portugal,river,modern,,,,,,,21.1,9.1,3,14.3,4.5,0.6,10.5,0.5,0.1,12,6.5,1.3,15,1.1,0.5,18.8,11.1,0.6,,18.5,16.3,1.6,33.2,30.5,36.4,0.555,0.455,0.104,0.709,0.403,0.495,0.604
"Warden et al., 2016",64PE332-44_2,core lipid,Portugal,shelf sediment,modern,,,,,,,17.8,13.2,7.1,10.1,5.1,0.8,11.3,0.6,0.2,9.1,6.8,2.1,15.1,0.6,0.2,15.2,12.1,0.8,,15.9,17.2,0.8,38.1,28.1,33.9,0.624,0.719,0.174,0.705,0.488,0.591,0.652
"Warden et al., 2016",Tagus_Soil_14,core lipid,Portugal,soil,modern,,,,,,,9.1,6.2,0.9,2.9,2.9,0.2,6,0.6,0.2,24.2,7.6,0.5,36.4,1.9,0.3,5.8,6.2,0.8,,31.8,36.9,2.2,16.2,12.8,70.9,0.638,0.494,0.378,0.703,0.609,0.711,0.625
"Warden et al., 2016",Tagus_Soil_20,core lipid,Portugal,soil,modern,,,,,,,8.5,7.4,0,3.3,3.6,0,7.7,0,0,21.4,8.9,0,37.2,2,0,6.9,7.7,0,,30.3,37.2,2,15.9,14.6,69.5,0.683,0.465,0,0.681,0.527,0.774,0.663
"Warden et al., 2016",TAGUS_501-029,core lipid,Portugal,shelf sediment,modern,,,,,,,15.2,7.3,1.5,17.8,9.5,0.9,17.6,0.8,0.1,11.4,3.5,0.2,13.6,0.5,0.1,27.3,18.5,0.9,,14.9,13.8,0.6,24,46.7,29.3,0.584,0.429,0.128,0.654,0.435,0.582,0.587
"Warden et al., 2016",Tagus_Soil_12,core lipid,Portugal,soil,modern,,,,,,,12.1,3.7,1.1,4.1,2.5,0,3.9,0,0,26.6,5.8,0,38.5,1.8,0,6.6,3.9,0,,32.4,38.5,1.8,16.9,10.5,72.7,0.609,0.349,0,0.609,0.371,0.61,0.609
"Warden et al., 2016",Tagus_RB_17,core lipid,Portugal,river,modern,,,,,,,7.5,6.8,2.5,7.8,6.7,0.4,9.7,0.7,0.1,14.7,18,2.1,18.7,3.7,0.7,14.5,10.1,0.8,,32.7,20.8,4.4,16.8,25.4,57.9,0.647,0.702,0.202,0.6,0.461,0.65,0.646
"Warden et al., 2016",TAGUS_501-029,core lipid,Portugal,shelf sediment,modern,,,,,,,13.5,8.9,1.9,16.6,11.9,1,16.9,0.8,0.1,11.3,3.8,0.2,12.6,0.5,0.1,28.5,17.9,0.9,,15.1,12.8,0.6,24.3,47.3,28.5,0.599,0.523,0.141,0.592,0.416,0.611,0.579
"Warden et al., 2016",TAGUS_501-029,core lipid,Portugal,shelf sediment,modern,,,,,,,15.5,16.5,3.6,14.1,10,0.9,13,0.8,0.1,9.2,5.9,0.7,8.9,0.6,0.1,24.1,13.9,0.9,,15.1,9.6,0.7,35.6,38.9,25.4,0.591,0.666,0.158,0.571,0.404,0.594,0.587
"Warden et al., 2016",Tagus_RB_2,core lipid,Portugal,river,modern,,,,,,,13.4,10.8,1.4,5.8,4.4,0.2,4.4,0.4,0.1,24,16.3,1.1,15.1,2.3,0.3,10.2,4.6,0.5,,40.3,16.2,2.6,25.6,15.3,59.1,0.546,0.531,0.156,0.517,0.366,0.582,0.536
"Warden et al., 2016",Tagus_Soil_19,core lipid,Portugal,soil,modern,,,,,,,8,6.2,2.3,3.9,4.3,1,3.6,0.7,0.3,21.9,16.5,0.6,27.8,2.7,0.3,8.2,4.6,1,,38.4,28.4,3,16.5,13.8,69.8,0.632,0.655,0.429,0.512,0.478,0.594,0.639
"Warden et al., 2016",Tagus_RB_14,core lipid,Portugal,river,modern,,,,,,,9.7,9.8,1,11.8,12.4,0.4,9.6,1.1,0.1,14.8,6.7,0.6,20,1.6,0.2,24.2,10,1.2,,21.5,20.6,1.8,20.5,35.4,43.9,0.618,0.576,0.195,0.443,0.35,0.624,0.613
"Warden et al., 2016",Tagus_RB_2,core lipid,Portugal,river,modern,,,,,,,14.7,12.9,2.3,7.2,8.4,1,5.6,0.9,0.2,18.1,11,1.5,14.4,1.6,0.4,15.6,6.6,1.1,,29.1,15.9,2,29.9,23.3,47,0.569,0.585,0.308,0.423,0.378,0.609,0.549
"Warden et al., 2016",Tagus_RB_1,core lipid,Portugal,river,modern,,,,,,,14.2,15.8,2.9,3.8,11.1,0.2,3.1,0.4,0.1,17.2,13.2,2.3,12.6,2.6,0.6,14.9,3.3,0.5,,30.4,14.9,3.2,32.9,18.7,48.5,0.606,0.657,0.227,0.231,0.23,0.765,0.544
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,14,1,0.3,29,1,0.3,40,1,0.2,6,1,0.1,6,0,0.1,30,40.3,1.2,,7,6.1,0.1,15.3,71.5,13.2,0.57,0.105,0.076,0.981,0.597,0.576,0.538
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,19,2,0.3,33,1,0.3,33,0.5,0.1,5,1,0.1,5,0,0.04,34,33.3,0.6,,6,5.1,0.04,21.3,67.9,11.14,0.508,0.122,0.038,0.974,0.508,0.502,0.542
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,19,2,0.3,34,1,0.3,31,0.3,0.1,7,1,0.1,5,0,0.02,35,31.3,0.4,,8,5.1,0.02,21.3,66.7,13.12,0.478,0.122,0.026,0.972,0.481,0.481,0.459
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,20,2,1,28,2,1,32,1,1,5,1,0.1,6,1,0.1,30,33,2,,6,6.1,1.1,23,65,13.2,0.538,0.174,0.1,0.971,0.569,0.538,0.538
"De Jonge et al., 2015","Yenisei River Mouth, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,16,2,0.4,22,2,0.3,20,0.5,0.1,13,3,0.1,19,1,0.1,24,20.3,0.6,,16,19.1,1.1,18.4,44.9,36.2,0.545,0.152,0.057,0.914,0.479,0.492,0.61
"De Jonge et al., 2015","Yenisei River Mouth, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,14,2,1,18,2,0.5,16,1,0.2,13,4,0.3,26,2,0.5,20,16.5,1.2,,17,26.3,2.5,17,37.7,45.8,0.583,0.235,0.128,0.901,0.501,0.483,0.666
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,20,3,1,25,4,1,27,2,0.4,7,2,1,8,1,0.1,29,28,2.4,,9,9,1.1,24,59.4,19.1,0.529,0.208,0.179,0.885,0.552,0.529,0.529
"De Jonge et al., 2015","Yenisei River Mouth, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,14,3,1,22,3,0.4,22,1,0.1,13,3,0.2,18,1,0.2,25,22.4,1.1,,16,18.2,1.2,18,48.5,35.4,0.552,0.278,0.103,0.884,0.507,0.518,0.599
"De Jonge et al., 2015","Khalmyer Bay, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,19,3,1,27,4,0.4,27,1,0.2,7,2,1,7,1,0.2,31,27.4,1.2,,9,8,1.2,23,59.6,18.2,0.519,0.217,0.085,0.878,0.5,0.523,0.505
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,20,3,1,24,3,0.4,20,1,0.1,12,2,0.3,13,1,0.1,27,20.4,1.1,,14,13.3,1.1,24,48.5,28.4,0.497,0.208,0.094,0.874,0.466,0.476,0.532
"De Jonge et al., 2015","Yenisei Outflow, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,33,4,1,18,2,0.5,11,1,0.2,10,7,2,9,2,0.4,20,11.5,1.2,,17,11,2.4,38,32.7,30.4,0.469,0.158,0.128,0.864,0.425,0.404,0.539
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,23,3,1,25,3,0.4,18,1,0.1,12,2,0,11,1,0.2,28,18.4,1.1,,14,11,1.2,27,47.5,26.2,0.465,0.185,0.091,0.863,0.434,0.444,0.504
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,22,3,1,25,3,0.4,18,1,0.1,13,2,0.3,12,1,0.1,28,18.4,1.1,,15,12.3,1.1,26,47.5,28.4,0.464,0.192,0.091,0.863,0.434,0.444,0.496
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,30,3,1,25,2,0.3,11,0,0.1,15,2,0,10,1,0.1,27,11.3,0.1,,17,10,1.1,34,38.4,28.1,0.379,0.147,0.012,0.855,0.299,0.341,0.431
"De Jonge et al., 2015","Ob outflow, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,27,3,1,25,4,0.5,18,1,0.2,8,2,1,7,1,0.2,29,18.5,1.2,,10,8,1.2,31,48.7,19.2,0.462,0.161,0.094,0.829,0.429,0.456,0.479
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,20,3,1,25,5,0.4,23,1,0.1,9,2,1,8,1,0.2,30,23.4,1.1,,11,9,1.2,24,54.5,21.2,0.506,0.208,0.091,0.826,0.47,0.516,0.481
"De Jonge et al., 2015","Yenisei Gulf, Siberia, Russia",core lipid,Siberia,shelf sediment,modern,,,,,,,21,3,1,25,5,0.4,22,1,0.1,9,2,1,10,1,0.2,30,22.4,1.1,,11,11,1.2,25,53.5,23.2,0.512,0.2,0.091,0.819,0.46,0.507,0.526
"De Jonge et al., 2015",Kara Sea,core lipid,Siberia,shelf sediment,modern,,,,,,,42,2,1,23,2,0.2,8,0.2,0.03,9,1,0.3,11,0.4,0.1,25,8.2,0.23,,10,11.3,0.5,45,33.43,21.8,0.401,0.089,0.026,0.804,0.259,0.3,0.555
"De Jonge et al., 2015","Ob outflow, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,28,3,1,25,5,1,18,1,0.2,8,2,1,7,1,0.2,30,19,1.2,,10,8,1.2,32,50.2,19.2,0.467,0.156,0.111,0.793,0.426,0.462,0.479
"De Jonge et al., 2015","Yenisei Outflow, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,35,4,1,21,3,0.4,10,1,0.2,10,4,1,8,1,0.3,24,10.4,1.2,,14,9,1.3,40,35.6,24.3,0.426,0.15,0.107,0.788,0.36,0.371,0.506
"De Jonge et al., 2015",Kara Sea,core lipid,Siberia,shelf sediment,modern,,,,,,,40,4,1,23,3,0.3,9,1,0.1,8,3,1,6,1,0.2,26,9.3,1.1,,11,7,1.2,45,36.4,19.2,0.383,0.133,0.095,0.76,0.316,0.332,0.479
"De Jonge et al., 2015",Kara Sea,core lipid,Siberia,shelf sediment,modern,,,,,,,39,3,1,22,3,0.2,9,0.4,0.1,10,2,1,8,1,0.2,25,9.2,0.5,,12,9,1.2,43,34.7,22.2,0.392,0.116,0.044,0.76,0.294,0.349,0.459
"De Jonge et al., 2015","Yenisei Outflow, Siberia, Russia",core lipid,Siberia,river,modern,,,,,,,29,4,1,21,5,1,15,1,0.1,9,3,1,8,1,0.3,26,16,1.1,,12,9,1.3,34,43.1,22.3,0.48,0.176,0.13,0.756,0.422,0.466,0.507
"De Jonge et al., 2015",Kara Sea,core lipid,Siberia,shelf sediment,modern,,,,,,,31,5,1,17,6,1,9,1,0.1,9,5,2,11,2,0.6,23,10,1.1,,14,13,2.6,37,34.1,29.6,0.498,0.189,0.158,0.609,0.358,0.443,0.561
"Dearing Crampton-Flood et al., 2019",NP-07-13-14,core lipid,Svalbard,shelf sediment,modern,801533.804,24400.661,9086.011,5474.221,762227.438,4594.072,11.761,13.363,8.014,5.125,2.191,13.18,6.282,1.486,3.38,16.918,13.844,2.027,1.097,0.669,0.662,7.315,19.463,4.867,,30.763,3.124,1.331,33.138,31.644,35.217,0.411,0.887,0.816,1.1,0.923,0.375,0.443
"Dearing Crampton-Flood et al., 2019",NP-07-13-64,core lipid,Svalbard,shelf sediment,modern,7487507.793,179843.518,62552.471,44837.769,7323349.243,32611.965,8.447,15.033,6.474,2.921,1.797,14.524,6.009,1.995,2.282,13.234,24.396,1.076,1.267,0.254,0.289,4.719,20.532,4.278,,37.63,2.344,0.543,29.954,29.529,40.517,0.515,0.934,0.952,1.048,0.985,0.342,0.641
"Dearing Crampton-Flood et al., 2019",NP-07-13-16,core lipid,Svalbard,shelf sediment,modern,2280402.73,54681.042,20539.813,13645.957,2078405.033,8654.711,8.899,14.69,6.717,4.161,1.771,15.71,4.867,2.037,1.997,14.314,21.88,1.117,1.31,0.259,0.269,5.932,20.578,4.034,,36.195,2.428,0.528,30.306,30.544,39.15,0.461,0.928,0.903,1.026,0.938,0.283,0.599
"Dearing Crampton-Flood et al., 2019",NP-07-13-11,core lipid,Svalbard,shelf sediment,modern,4804578.151,108633.962,39585.184,26321.386,4382758.805,16501.307,7.963,13.037,6.274,3.824,1.749,15.066,5.029,1.843,1.953,17.311,23.391,0.93,1.1,0.248,0.283,5.573,20.095,3.795,,40.702,2.03,0.532,27.274,29.463,43.264,0.461,0.938,0.904,1.023,0.94,0.296,0.573
"Dearing Crampton-Flood et al., 2019",NP-07-13-44,core lipid,Svalbard,shelf sediment,modern,8411937.598,208671.375,74085.331,49696.019,8024559.962,32008.675,7.802,15.781,6.704,3.44,2.283,13.565,7.629,1.828,2.361,12.581,23.562,0.772,1.221,0.16,0.311,5.723,21.194,4.189,,36.143,1.993,0.471,30.287,31.106,38.606,0.536,0.964,0.914,1.006,0.951,0.395,0.65
"Dearing Crampton-Flood et al., 2019",NP-07-13-50,core lipid,Svalbard,shelf sediment,modern,18889969.15,508575.487,179100.506,129321.197,22864208.66,93273.472,6.805,12.921,5.781,3.141,1.874,14.001,5.487,1.94,1.878,16.034,27.377,1.073,1.264,0.199,0.225,5.015,19.488,3.818,,43.411,2.337,0.424,25.508,28.321,46.172,0.512,0.96,0.937,1,0.958,0.326,0.625
"Dearing Crampton-Flood et al., 2019",NP-07-13-53,core lipid,Svalbard,shelf sediment,modern,12152931.96,320307.537,116172.737,76959.36,12088542.11,47385.963,7.994,15.345,6.434,2.975,2.143,14.009,6.773,1.856,2.134,13.428,24.181,0.953,1.294,0.173,0.308,5.118,20.783,3.99,,37.609,2.246,0.48,29.773,29.891,40.336,0.524,0.948,0.941,0.999,0.962,0.37,0.639
"Dearing Crampton-Flood et al., 2019",NP-07-13-55,core lipid,Svalbard,shelf sediment,modern,7355991.842,169748.046,59173.522,38780.843,6439126.301,22764.249,7.982,14.287,6.297,4.159,2.027,15.848,6.03,2.046,2.011,14.211,22.428,1.306,0.954,0.23,0.184,6.186,21.878,4.057,,36.639,2.26,0.414,28.566,32.12,39.314,0.471,0.941,0.904,0.998,0.934,0.313,0.599
"Dearing Crampton-Flood et al., 2019",NP-07-13-52,core lipid,Svalbard,shelf sediment,modern,2401773.33,68790.625,26673.123,19320.406,4677762.347,26457.087,14.669,16.863,7.359,4.207,2.343,14.113,5.63,1.811,2.315,11.004,16.83,1.044,1.162,0.123,0.528,6.549,19.743,4.125,,27.834,2.206,0.651,38.891,30.418,30.692,0.471,0.812,0.881,0.997,0.92,0.338,0.603
